#IID,Apolipoprotein_B_Pos_SUM,CRP_Neg_SUM,Diffusivity_inferior_longitudinal_fasciculus_Neg_SUM,ICVF_Cingulum_CingulateR_SUM,Proinsulin_Neg_SUM,T2stat_PutamenL_Neg_SUM,Total_GRS_SUM
NA20765,0,0,0,1.78141,0,0,21.0936
NA20766,0,0,0,0,0,0,25.2895
NA20767,0,0,0,1.78141,0,0,25.4615
NA20768,0,0,0,0,0,0,19.7633
NA20769,0,0,0,3.56282,0,0,35.6802
NA20770,0,0,0,1.78141,0,0,21.0839
NA20771,0,0,0,3.56282,0,0,33.2996
NA20772,0,0,0,3.56282,0,0,35.6802
NA20773,0,0,0,1.78141,0,0,28.0582
NA20774,0,0,0,0,0,0,10.8652
NA20775,0,0,0,3.56282,0,0,28.4562
NA20778,0,0,0,1.78141,0,0,15.6311
NA20783,0,0,0,0,0,0,20.6956
NA20785,0,0,0,1.78141,0,0,15.6311
NA20786,0,0,0,0,0,0,20.9118
NA20787,0,0,0,1.78141,0,0,21.0839
NA20790,0,0,0,0,0,0,10.8652
NA20792,0,0,0,1.78141,0,0,21.0839
NA20795,0,0,0,0,0,0,24.9998
NA20796,0,0,0,0,0,0,23.2923
NA20797,0,0,0,1.78141,0,0,15.6311
NA20798,0,0,0,1.78141,0,0,21.0839
NA20799,0,0,0,0,0,0,33.5982
NA20800,0,0,0,0,0,0,16.3277
NA20801,0,0,0,0,0,0,16.0684
NA20802,0,0,0,0,0,0,27.8959
NA20803,0,0,0,3.56282,0,0,28.4562
NA20804,0,0,0,0,0,0,20.6956
NA20805,0,0,0,1.78141,0,0,18.2376
NA20806,0,0,0,0,0,0,12.6864
NA20807,0,0,0,0,0,0,8.00917
NA20808,0,0,0,0,0,0,16.691
NA20809,0,0,0,1.78141,0,0,15.6311
NA20810,0,0,0,0,0,0,13.4619
NA20811,0,0,0,0,0,0,19.174
NA20812,0,0,0,0,0,0,21.7805
NA20813,0,0,0,0,0,0,16.3277
NA20814,0,0,0,0,0,0,4.00458
NA20815,0,0,0,3.56282,0,0,23.0035
NA20818,0,0,0,0,0,0,30.2765
NA20819,0,0,0,0,0,0,8.00917
NA20821,0,0,0,3.56282,0,0,35.4306
NA20822,0,0,0,0,0,0,29.0044
NA20826,0,0,0,0,0,0,23.5183
NA20827,0,0,0,0,0,0,13.4619
NA20828,0,0,0,0,0,0,23.2923
NA20832,0,0,0,1.78141,0,0,15.3816
NA20845,0,0,0,0,0,0,4.00458
NA20846,0,0,0,0,0,0,8.00917
NA20847,0,0,0,0,0,0,6.86062
NA20849,0,0,0,0,0,0,4.00458
NA20850,0,0,0,0,0,0,6.86062
NA20851,0,0,0,0,0,0,22.9089
NA20852,0,0,0,0,0,0,26.1484
NA20853,0,0,0,0,0,0,4.59384
NA20854,0,0,0,1.78141,0,0,20.2249
NA20856,0,0,0,0,0,0,6.86062
NA20858,0,0,0,0,0,0,18.0558
NA20859,0,0,0,0,0,0,22.4334
NA20861,0,0,0,0,0,0,11.2049
NA20862,0,0,0,0,0,0,16.4415
NA20863,0,0,0,0,0,0,8.00917
NA20864,0,0,0,0,0,0,6.86062
NA20866,0,0,0,0,0,0,16.318
NA20867,0,0,0,0,0,0,12.3134
NA20868,0,0,0,0,0,0,8.00917
NA20869,0,0,0,0,0,0,0
NA20870,0,0,0,1.78141,0,0,31.1305
NA20872,0,0,0,0,0,0,12.9026
NA20874,0,0,0,1.78141,0,0,17.3689
NA20875,0,0,0,0,0,0,13.4717
NA20876,0,0,0,0,0,0,10.8652
NA20877,0,0,0,0,0,0,12.603
NA20878,0,0,0,0,0,0,10.8652
NA20881,0,0,0,0,0,0,23.5516
NA20882,0,0,0,0,0,0,6.61107
NA20884,0,0,0,0,0,0,8.00917
NA20885,0,0,0,0,0,0,8.00917
NA20886,0,0,0,0,0,0,10.6157
NA20887,0,0,0,0,0,0,10.6157
NA20888,0,0,0,0,0,0,6.61107
NA20889,0,0,0,0,0,0,13.4619
NA20890,0,0,0,1.78141,0,0,12.7751
NA20891,0,0,0,0,0,0,6.86062
NA20892,0,0,0,0,0,0,9.71666
NA20894,0,0,0,0,0,0,13.4619
NA20895,0,0,0,0,0,0,25.2895
NA20896,0,0,0,0,0,0,10.6157
NA20897,0,0,0,0,0,0,12.603
NA20899,0,0,0,1.78141,0,0,17.0793
NA20900,0,0,0,0,0,0,8.00917
NA20901,0,0,0,0,0,0,13.4619
NA20902,0,0,0,1.78141,0,0,12.7751
NA20903,0,0,0,1.78141,0,0,15.6311
NA20904,0,0,0,1.78141,0,0,23.6903
NA20905,0,0,0,0,0,0,15.459
NA20906,0,0,0,0,0,0,37.7166
NA20908,0,0,0,0,0,0,16.318
NA20910,0,0,0,0,0,0,12.3134
NA20911,0,0,0,0,0,0,8.59843
NA21086,0,0,0,0,0,0,6.86062
NA21087,0,0,0,0,0,0,13.4619
NA21088,0,0,0,0,0,0,8.00917
NA21089,0,0,0,0,0,0,9.45733
NA21090,0,0,0,0,0,0,12.6531
NA21091,0,0,0,0,0,0,4.00458
NA21092,0,0,0,0,0,0,16.691
NA21093,0,0,0,0,0,0,15.459
NA21094,0,0,0,0,0,0,12.603
NA21095,0,0,0,1.78141,0,0,18.2278
NA21097,0,0,0,1.78141,0,0,15.3816
NA21098,0,0,0,0,0,0,30.7422
NA21099,0,0,0,0,0,0,9.46711
NA21100,0,0,0,0,0,0,10.8652
NA21101,0,0,0,0,0,0,15.7988
NA21102,0,0,0,0,0,0,8.00917
NA21103,0,0,0,0,0,0,6.61107
NA21104,0,0,0,0,0,0,10.8652
NA21105,0,0,0,0,0,0,13.1923
NA21106,0,0,0,0,0,0,10.6157
NA21107,0,0,0,0,0,0,12.603
NA21108,0,0,0,0,0,0,13.4717
NA21109,0,0,0,1.78141,0,0,15.6311
NA21110,0,0,0,0,0,0,6.86062
NA21111,0,0,0,0,0,0,4.00458
NA21112,0,0,0,0,0,0,8.00917
NA21113,0,0,0,0,0,0,25.2895
NA21114,0,0,0,0,0,0,11.4545
NA21115,0,0,0,0,0,0,6.86062
NA21116,0,0,0,1.78141,0,0,23.6903
NA21117,0,0,0,0,0,0,9.45733
NA21118,0,0,0,0,0,0,13.4619
NA21119,0,0,0,0,0,0,8.00917
NA21120,0,0,0,0,0,0,10.8652
NA21122,0,0,0,0,0,0,13.4619
NA21123,0,0,0,0,0,0,4.00458
NA21124,0,0,0,0,0,0,8.59843
NA21125,0,0,0,0,0,0,2.85604
NA21126,0,0,0,0,0,0,8.59843
NA21127,0,0,0,0,0,0,15.459
NA21128,0,0,0,0,0,0,15.459
NA21129,0,0,0,0,0,0,8.00917
NA21130,0,0,0,0,0,0,15.459
NA21133,0,0,0,0,0,0,4.00458
NA21135,0,0,0,1.78141,0,0,8.77048
NA21137,0,0,0,0,0,0,18.0558
NA21141,0,0,0,0,0,0,8.00917
NA21142,0,0,0,0,0,0,27.0273
NA21143,0,0,0,1.78141,0,0,15.6311
NA21144,0,0,0,0,0,0,22.3697
